query,positive,negative,positive_source,negative_source
What kind of planning needs to happen in advance to prepare for emergency situations?,"and prepare an analvtical report
MoHA
8. Future Courses of Actions on Emergency Response Preparedness
In order to implement the aforementioned response activities, it will be necessary to prepare the
response preparedness plan of action. This framework provisions for the development of following
action plan under the leadership of the agencies mentioned below:","For the efl'ective implementation of the National Disaster Response Framework, there shall be
the following special operation arrangement in place:
I Response preparedness activities include collection, analysis and dissemination of early
information on disasters, damage and needs assessments, regulating, awareness/capacity",113.pdf,113.pdf
,"s.N Activities Lead Agency Coordinating and
Supporting Agencv
Timeline
Preposition of Fuel Stock near
NEOCiREOC/DEOC i-ncludin s
Kathmandu Vallev
NOC MoCS, Security Agencies, Petroleum
Dealers Association, SAJHA Petrol
Pumo
Within 3
months
2 National Strategy on Early Warning
System Finalization and Endorsement
MoSTE MoHA, DHM Within 6
months
3 Development of Emergency
Communication Strategy","3 Development of Emergency
Communication Strategy
MoIC MoHA, NEOC/REOC/DEOC,
NRCS, media, Donor Agencies,
VNGOs
Within 6
months
4 Preposition of Food items at regional
and district level.
MoCS MoHA, Local Government, NRCS,
I/NGOs, Donor Agencies
Within 6
months
5 Simulation exercises and drifls olan NEOC NRCS, Security Agencies, DDRC,
Local Government, UN Agencies,
Clusters. l/NGOs. Donor",113.pdf,113.pdf
What kind of plans do disaster management teams usually make in the first six months after a disaster is identified?,"3 Development of Emergency
Communication Strategy
MoIC MoHA, NEOC/REOC/DEOC,
NRCS, media, Donor Agencies,
VNGOs
Within 6
months
4 Preposition of Food items at regional
and district level.
MoCS MoHA, Local Government, NRCS,
I/NGOs, Donor Agencies
Within 6
months
5 Simulation exercises and drifls olan NEOC NRCS, Security Agencies, DDRC,
Local Government, UN Agencies,
Clusters. l/NGOs. Donor","NRCS MoHA, Local Government, LJN
Agencies, Red Cross Movement,
I/NGOs. Donor Agencies
Within I
year
l6 Emergency Communication Setup at
national and district level; and trans-
border
MoIC NEOC, Security Agencies, NRCS,
Telecommunication Authority,
Telcom Service Providers. relevant
cluster. UNDSS
Within I
year
t7 Preparation of Clusters contingency
plan
NEOC Concerned Ministries and",113.pdf,113.pdf
How do different groups and organizations typically work together in the immediate aftermath of a disaster?,"Clusters. l/NGOs. Donor
Communities
Within 6
months
6 Response Focal Point Establishment NEOC MoHA, Concerned Ministries and
Departments, Security Agencies, UN
Agencies, Red Cross Movement,
VNGOs. Donor Asencies
Within 6
months
7 Agreement with Kolkata port
authority and Westem lndian
Railways to fast track relief
consignments/cargo to Birgunj dry
port on large scale disaster response","NRCS MoHA, Local Government, LJN
Agencies, Red Cross Movement,
I/NGOs. Donor Agencies
Within I
year
l6 Emergency Communication Setup at
national and district level; and trans-
border
MoIC NEOC, Security Agencies, NRCS,
Telecommunication Authority,
Telcom Service Providers. relevant
cluster. UNDSS
Within I
year
t7 Preparation of Clusters contingency
plan
NEOC Concerned Ministries and",113.pdf,113.pdf
What's the process for rebuilding infrastructure after a disaster?,"port on large scale disaster response
MoPPWTM MoHA/MoFA, SDMC, UN Country
Team, UN Cluster and Member
Agencies
Within 6
months
National gisaster Response Framework 2013
Pagelll
S.N Activities Lead Agency Coordinating and
Supporting Aqency
Timeline
8 Develop plan for the rubles clearance Local bodies MoHA, local bodies, relevant Cluster
members
Within 6
months
o Construction of temporary bridges,","Clusters. l/NGOs. Donor
Communities
Within 6
months
6 Response Focal Point Establishment NEOC MoHA, Concerned Ministries and
Departments, Security Agencies, UN
Agencies, Red Cross Movement,
VNGOs. Donor Asencies
Within 6
months
7 Agreement with Kolkata port
authority and Westem lndian
Railways to fast track relief
consignments/cargo to Birgunj dry
port on large scale disaster response",113.pdf,113.pdf
What's the usual timeframe for getting emergency infrastructure set up after a disaster?,"months
o Construction of temporary bridges,
and road for the transportation of
search and rescue equipment and
materials as well as development of
olan for debris clearance
NA MoPPTM, NP, APF, NRCS, local
bodies
Within 1
year
l0 Testing of Early Waming System
between Technical Agencies and
NEOC
MoSTE MoHA, MoSTE, DMG, DHM, NSC,
UN Cluster and Member Agencies.
OCHA
Within I
year","port on large scale disaster response
MoPPWTM MoHA/MoFA, SDMC, UN Country
Team, UN Cluster and Member
Agencies
Within 6
months
National gisaster Response Framework 2013
Pagelll
S.N Activities Lead Agency Coordinating and
Supporting Aqency
Timeline
8 Develop plan for the rubles clearance Local bodies MoHA, local bodies, relevant Cluster
members
Within 6
months
o Construction of temporary bridges,",113.pdf,113.pdf
What's the process for making sure emergency responders have access to the resources they need when they're dealing with a disaster?,"OCHA
Within I
year
ll Resource Inventory and Assessment
of institutional capacities (roster of
experts; USAR equipments; list of
hospitals and its capacity, and
Ambulance) based on the roster policy
fbr preparedness, response and
recoverv phases.
NEOC MoHA, MoHP, NA, NP, APF,
Medical Council, Nursing Council,
Hospitals, NRCS, OCHA, donors
Wit,rin I
year
t2 ldentification and site planning of","I/NGOs, community based organizations shall have to execute their designated function for
effective disaster response.
Ndtional Disaster Response Frdmework 2013
Page | 7
The National Emergency Operation Centre shall assess the capacity and maintain the
records of experts, SAR materials and equipments, list and capacity of hospitals, blood",113.pdf,113.pdf
Is there a plan in place for how people will get to these evacuation centers?,"year
t2 ldentification and site planning of
open evacuation sites, and collective
centersl evacuation routes mapping in
maior cities of Neoal
MoUD MoHA, DUDBC, DWSS. DHS, DR,
Local Government, Security
Agencies. NEA. Telecommunication
Authority, NRCS. IOM, VNGOs
Within l
year
t3 Preposition of SAR Kits at 75 districts
of Nepal
NEOC DDRC, NA, NP, APF, NRCS,
CAAN. Commun ities/Volunteer","and Member Asencies
Within I
year
27 Action Plan ofdead body
management in the major cities of
Nepal
DDRC NEOC/MoHA, Security Agencies,
local bodies NRCS
within I
year
28 Protection Plan ofthe Vulnerable
Grouos and Gender based Violence
DWDO DWD, NHRC, NP, APF, Protection
Cluster and Member Asencies
Within 1
vear
29 Monitoring and Evaluation tools
development for Rescue Operations",113.pdf,113.pdf
Do we have a standard team setup in place to respond to emergencies across different areas?,"CAAN. Commun ities/Volunteer
Organizations and other
humanitarian asencies
Within I
year
l4 Development of SAR capaoities (two
medium and seven light team) as a
national, regional and local response
team
MoFIA UNOCHA. NA. NP. APF. Red
Cross Movement. INSARAG. Donor
Asencies
Within I
year
l5 Preposition of NFIs and other Relief
items (Emergency Medicines)
NRCS MoHA, Local Government, LJN","I/NGOs, community based organizations shall have to execute their designated function for
effective disaster response.
Ndtional Disaster Response Frdmework 2013
Page | 7
The National Emergency Operation Centre shall assess the capacity and maintain the
records of experts, SAR materials and equipments, list and capacity of hospitals, blood",113.pdf,113.pdf
"Do I think there's an emergency response team or something that's supposed to be set up at different levels, like national and district?","NRCS MoHA, Local Government, LJN
Agencies, Red Cross Movement,
I/NGOs. Donor Agencies
Within I
year
l6 Emergency Communication Setup at
national and district level; and trans-
border
MoIC NEOC, Security Agencies, NRCS,
Telecommunication Authority,
Telcom Service Providers. relevant
cluster. UNDSS
Within I
year
t7 Preparation of Clusters contingency
plan
NEOC Concerned Ministries and","3 Development of Emergency
Communication Strategy
MoIC MoHA, NEOC/REOC/DEOC,
NRCS, media, Donor Agencies,
VNGOs
Within 6
months
4 Preposition of Food items at regional
and district level.
MoCS MoHA, Local Government, NRCS,
I/NGOs, Donor Agencies
Within 6
months
5 Simulation exercises and drifls olan NEOC NRCS, Security Agencies, DDRC,
Local Government, UN Agencies,
Clusters. l/NGOs. Donor",113.pdf,113.pdf
Do we have a plan in place for how different groups would work together during an emergency?,"plan
NEOC Concerned Ministries and
Departments, IJN Agencies, I/NGOs,
Donor Commun ities, cluster
members
Within I
year
t8 Preparation of Business Continuity
Plan of key government ministries.
security agencies. public utilit ies
provider, financial institutions etc.
Line
Ministries,
Security
Asencies
OPMCM, Experts, Donor Agencies Within I
year
l9 Develop TIA disaster response plan","NRCS MoHA, Local Government, LJN
Agencies, Red Cross Movement,
I/NGOs. Donor Agencies
Within I
year
l6 Emergency Communication Setup at
national and district level; and trans-
border
MoIC NEOC, Security Agencies, NRCS,
Telecommunication Authority,
Telcom Service Providers. relevant
cluster. UNDSS
Within I
year
t7 Preparation of Clusters contingency
plan
NEOC Concerned Ministries and",113.pdf,113.pdf
Do emergency response plans usually involve setting up alternative locations to help people in case of a disaster?,"year
l9 Develop TIA disaster response plan
and upgrade regional airports as
alternative response hubs as well as
preposition adequate ground handling
and other eouipment at airDorts
CAAN MoCTCA, NA, AOAN, WFP,
ICAO, DHL, Donor Agencies
Within l
yeaf
20 Agreement with friendly and
neighboring countries and Regional
Organizations on large scale disaster
resDonse
MoFA MoHA, MoLI, Diplomatic","2. Objectives and Scope-- -------------- 3
3. National System for Disaster Response --------- 3
4. International Assistance for Disaster Response -------------- 4
5. National and International Assistance and Coordination Structure
6, Special Operation Arrangement for National Disaster Response--- -------------------- 7
7. National Framework for Disaster Response ------------- 8",113.pdf,113.pdf
What's the initial process for preparing for a disaster in a country like Nepal?,"resDonse
MoFA MoHA, MoLI, Diplomatic
Communities in Nepal
Within I
year
21 Development of Guidelines fbr
accepting international assislance and
earlv resistration
MoHA MoF, MoFA, Red Cross Movement,
OCFIA
Within
I year
National Disoster Response Frdmework 2073
Pase | 12
S.N Activities Lead Agency Coordinating and
Suonortins Asencv
Timeline
22 Prepare unit team in each security","and Member Asencies
Within I
year
27 Action Plan ofdead body
management in the major cities of
Nepal
DDRC NEOC/MoHA, Security Agencies,
local bodies NRCS
within I
year
28 Protection Plan ofthe Vulnerable
Grouos and Gender based Violence
DWDO DWD, NHRC, NP, APF, Protection
Cluster and Member Asencies
Within 1
vear
29 Monitoring and Evaluation tools
development for Rescue Operations",113.pdf,113.pdf
What's the general process for coordinating with outside help in case of a disaster?,"Timeline
22 Prepare unit team in each security
agencies equipped with the disaster
management tools and equipment
including fire engine
Security forces MoHA. MoD. MoF Within
1 year
z-) Development of Guidelines for
acceptin g international military
asslslance
MoD MoFIA. MoFA. NA Within
1 year
24 Develop Special Operating Procedure
for OSOCC. MNMCC
NEOC MoHA, NA, OCHA, Clusters,
Donors
Within","development for Rescue Operations
and Humanitarian Assistance at
national. resional and district level
NEOC MoFIA, DDRC/DEOC Within I
year
30 Development of the outline of
standards and norms for Assistance
from the Calamitv Relief Fund
CNDRC MoHA, Cabinet Within I
year
31 Development of Victims Registration
and Tracking Tools, and database
manasement
NEOC MoHA, Central Bureau of Statistics,",113.pdf,113.pdf
What's the process that's usually set up in cities during a crisis to make sure people have access to things like water and food?,"NEOC MoHA, NA, OCHA, Clusters,
Donors
Within
I year
25 Provision ofVisa fees and custom
duty exemptions at entry points to
IHC, relief goods, SAR equipments
MoHA MoHA, MoFA, Dept. of
Immigration, LIN HC, Red Cross
Movement
Within I
year
26 Water Distribution and Managemenl
Plan in the major cities of Nepal
DWSS MoUD, Security Agencies, Red
Cross Movement, WASH Cluster
and Member Asencies
Within I","custom duty exemptions at entry points (land or air) to International Humanitarian
Communities (IHCi along with reli-f goods, search and rescue equipments, including
medical equipments and aicessories as per the Model Agreement for Emergency Customs
Procedure 2007.
The Government of Nepal shall facilitate the issuance of entry visa for members of",113.pdf,113.pdf
Does this plan outline any specific roles or responsibilities for local authorities in responding to emergencies?,"and Member Asencies
Within I
year
27 Action Plan ofdead body
management in the major cities of
Nepal
DDRC NEOC/MoHA, Security Agencies,
local bodies NRCS
within I
year
28 Protection Plan ofthe Vulnerable
Grouos and Gender based Violence
DWDO DWD, NHRC, NP, APF, Protection
Cluster and Member Asencies
Within 1
vear
29 Monitoring and Evaluation tools
development for Rescue Operations","resDonse
MoFA MoHA, MoLI, Diplomatic
Communities in Nepal
Within I
year
21 Development of Guidelines fbr
accepting international assislance and
earlv resistration
MoHA MoF, MoFA, Red Cross Movement,
OCFIA
Within
I year
National Disoster Response Frdmework 2073
Pase | 12
S.N Activities Lead Agency Coordinating and
Suonortins Asencv
Timeline
22 Prepare unit team in each security",113.pdf,113.pdf
How do communities usually track and keep information about people affected by disasters?,"development for Rescue Operations
and Humanitarian Assistance at
national. resional and district level
NEOC MoFIA, DDRC/DEOC Within I
year
30 Development of the outline of
standards and norms for Assistance
from the Calamitv Relief Fund
CNDRC MoHA, Cabinet Within I
year
31 Development of Victims Registration
and Tracking Tools, and database
manasement
NEOC MoHA, Central Bureau of Statistics,","Centre
2. hovide instruction on response to fire incidences DDC. Municipality and
VDC Ofhces
3. Provide instruction fbr immediate search and rescue and
mobilize security force for rescue operation
DDRCs and Security
Force
4. Public reporting on the extent of disaster and rescue efforts MoHA/NEOC
5. Establish the emergency information system and disseminate the",113.pdf,113.pdf
How do communities usually get help to recover after a disaster happens?,"NEOC MoHA, Central Bureau of Statistics,
local bodies. clusters. donors
Within 1
year
JZ Integrated Search and Rescue Plan at
national, regional and district level
NEOC MoHA, MoD, Local Government,
NA, NP, APF, Fire Brigade, NRCS,
OCHA
Within I
year
33 Development of contingency plan for
the immediate supply of electricity in
the disaster affected area after the
disaster","NRCS MoHA, Local Government, LJN
Agencies, Red Cross Movement,
I/NGOs. Donor Agencies
Within I
year
l6 Emergency Communication Setup at
national and district level; and trans-
border
MoIC NEOC, Security Agencies, NRCS,
Telecommunication Authority,
Telcom Service Providers. relevant
cluster. UNDSS
Within I
year
t7 Preparation of Clusters contingency
plan
NEOC Concerned Ministries and",113.pdf,113.pdf
Does a disaster like that trigger any kind of plan from the people in charge of taking care of the wildlife and national parks?,"the disaster affected area after the
disaster
NEA MoE. MoHA. MoUD Within
I year
34 Contingency plan of the national park
and wildlife reserves considering the
possibility of wild animal coming out
to human seftlement after disaster.
National Zoo Depart of Wildlife Conservation,
Nepal Natural conservation fund,
local bodies, security force
Within I
year
35 Development of action plan for the","year
35 Development of action plan for the
manasement of animal carcass
MoAD MoFIA, local bodies and donor
aqencies
Within I
vear
36 Development of integrated action plan
for search and rescue operation at the
national. reeional and district level
MoHA MoFALD, MoUD, Local Bodies,
Fire brigade, NRCS, OCHA
Within
I year
37 Capacity building national, regional
and district level agencies for the",113.pdf,113.pdf
"What's the general procedure for coordinating responses to emergencies like natural disasters or animal disease outbreaks, especially when different organizations are involved?","year
35 Development of action plan for the
manasement of animal carcass
MoAD MoFIA, local bodies and donor
aqencies
Within I
vear
36 Development of integrated action plan
for search and rescue operation at the
national. reeional and district level
MoHA MoFALD, MoUD, Local Bodies,
Fire brigade, NRCS, OCHA
Within
I year
37 Capacity building national, regional
and district level agencies for the","the disaster affected area after the
disaster
NEA MoE. MoHA. MoUD Within
I year
34 Contingency plan of the national park
and wildlife reserves considering the
possibility of wild animal coming out
to human seftlement after disaster.
National Zoo Depart of Wildlife Conservation,
Nepal Natural conservation fund,
local bodies, security force
Within I
year
35 Development of action plan for the",113.pdf,113.pdf
"Do we have plans for storing emergency supplies in different areas, like near where people need them?","and district level agencies for the
effective emergency response and
management
MoFIA MoHA, relavant Clusters, NRCS,
Donors
Within
1 year
38 Construction, renovation, and
maintenance of the warehouses at
national, regional and district level for
the prepositioning of the food and non
food relief items
MoHA MoCS, NFC, NRCS, tIN Cluster and
Member Asencies
Within
I years","3 Development of Emergency
Communication Strategy
MoIC MoHA, NEOC/REOC/DEOC,
NRCS, media, Donor Agencies,
VNGOs
Within 6
months
4 Preposition of Food items at regional
and district level.
MoCS MoHA, Local Government, NRCS,
I/NGOs, Donor Agencies
Within 6
months
5 Simulation exercises and drifls olan NEOC NRCS, Security Agencies, DDRC,
Local Government, UN Agencies,
Clusters. l/NGOs. Donor",113.pdf,113.pdf
"What's the general process for figuring out how to respond to a big emergency like a flood, when there are so many different groups involved?","Member Asencies
Within
I years
39 Development of action plan for flood
and inundation resDonse
Dept. of
Irrieation
Molrrigation, MoHA, MoFSC ,
Local Bodies, NRCS
Within I
vears
National Aisaster nesponse Framework 281.3
Page | 13
S.N Activities Lead Agency Coordinating and
Suooortins Aqencv
Timeline
40 Emergency management action plan
for watershed and land conservation
Dep ofLand
Conservation","(NSDRM), 2066 aad helps to coordinae the cycle of Disaster Management. This framework will
certainly address &e deficiencies in Disaster Risk Managemeff in the past an4 define the role and
responsibility of all concemed Government, Non4ovsnme,lrt srd Intemafional Humanitarian
Agencies. This document will also help to coordinate the intemational support fiom the United",113.pdf,113.pdf
Do you remember anything about the role of local authorities in disaster response planning?,"Dep ofLand
Conservation
MoFSC, MoI, MoHA, MoLRM,
local bodies. NRCS
Within
I year
4l Amendment of existing Dead Body
Management Guidelines in view of
mesa disaster
MoHA MoFIP, NRCS, Medical Council,
Local bodies
Within
I year
42 Networking of the REOCs and
DEOCs
NEOC MoHA. Relevant Clusters. Donors Within
I vear
43 Development of risk mitigation plan
asainst forest fire","NEOC MoHA, Central Bureau of Statistics,
local bodies. clusters. donors
Within 1
year
JZ Integrated Search and Rescue Plan at
national, regional and district level
NEOC MoHA, MoD, Local Government,
NA, NP, APF, Fire Brigade, NRCS,
OCHA
Within I
year
33 Development of contingency plan for
the immediate supply of electricity in
the disaster affected area after the
disaster",113.pdf,113.pdf
Do they have plans in place for accessing clean water during major emergencies like natural disasters?,"asainst forest fire
MoFSC MoFALD, Dept. of Drinking Water,
KUKL
Within
I year
44 Development of action plan for water
distribution during emergency and
identif-rcation and maintenance of
water point in the urban centers.
MoUD MoFALD, Local Bodies, Dept. of
Drinking Water, Kathmandu Valley
Development Authority
Within
I year
45 Earthquake risk analysis of the
infrastructure at earthquake area","infrastructure at earthquake area
MoUD MoHA, MoFALD, Local Bodies,
Dept. of Drinking Water, Kathmandu
Vallev Development Authoritv
Within
I year
46 Develop action plan for the feasibility
study of an alternate airport and begin
its construction
MoCCA OPCM, MoHA, MoD, CAAN Within
I year
47 Establishment of EOC in
Municipalities and preparation of
coordination procedure at the district,",113.pdf,113.pdf
Is there a plan in place for how different organizations would work together in case of a disaster?,"infrastructure at earthquake area
MoUD MoHA, MoFALD, Local Bodies,
Dept. of Drinking Water, Kathmandu
Vallev Development Authoritv
Within
I year
46 Develop action plan for the feasibility
study of an alternate airport and begin
its construction
MoCCA OPCM, MoHA, MoD, CAAN Within
I year
47 Establishment of EOC in
Municipalities and preparation of
coordination procedure at the district,","asainst forest fire
MoFSC MoFALD, Dept. of Drinking Water,
KUKL
Within
I year
44 Development of action plan for water
distribution during emergency and
identif-rcation and maintenance of
water point in the urban centers.
MoUD MoFALD, Local Bodies, Dept. of
Drinking Water, Kathmandu Valley
Development Authority
Within
I year
45 Earthquake risk analysis of the
infrastructure at earthquake area",113.pdf,113.pdf
Do these plans include working with local groups to help with disaster recovery?,"coordination procedure at the district,
municioalitv and villase level
MoFALD MoHA. Local Bodies and NGOs Within
I year
48 Issuance ofGuidelines on open space
with the motto of one area one open
space in denselypopulated urban
centers
MoUD MoHA, MoFALD, Local Bodies,
Kathmandu Valley Development
Authority.
Within
1 year
49 Development early recovery work-
nlan
MoUD MoHA. DUDBC. I/NGOs Within","infrastructure at earthquake area
MoUD MoHA, MoFALD, Local Bodies,
Dept. of Drinking Water, Kathmandu
Vallev Development Authoritv
Within
I year
46 Develop action plan for the feasibility
study of an alternate airport and begin
its construction
MoCCA OPCM, MoHA, MoD, CAAN Within
I year
47 Establishment of EOC in
Municipalities and preparation of
coordination procedure at the district,",113.pdf,113.pdf
