query,positive,negative,positive_source,negative_source
Do you know what's expected to happen if we don't meet some of the goals mentioned in this plan?,"Achieve
ments of 
Targets 
in % 
Funding 
Source 
(code) 
Approved 
Budget 
Amount 
Spent 
Expenditure 
in % against 
approved 
budget 
Remarks if 
targets not 
fully 
achieved 
completed  
 
CRM issues 
integrated 
into the 
agricultural 
sector at 
local level 
with DADO 
in 2 districts 
 
Capacity of 
Communitie
s 
strengthene
d in 2 
districts  
Activity 3.3.3: Support 
formulation and","Achieve
ments of 
Targets 
in % 
Funding 
Source 
(code) 
Approved 
Budget 
Amount 
Spent 
Expenditure 
in % against 
approved 
budget 
Remarks if 
targets not 
fully 
achieved 
1.2 Support the creation of 
market linkages (In 
collaboration with DOA) 
including construction of 
collection/ information 
center 
1 Agriculture 
information and 
collection center 
in Maadi, 
Chitwan estd",10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf,10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf
How do communities usually get prepared for unexpected events in areas prone to disasters?,"Activity 3.3.3: Support 
formulation and 
organization of training 
and capacity development 
programs for district 
agencies and communities 
on CRM (GESI integrated) 
Capacity 
Building and 
Awareness 
Activities in 
Khare Suri and 
Sorung Khola 
sub-watersheds 
of Dolakha (10 
VDC) completed  
Capacity 
Building and 
Awareness 
Activities in  
Khare Suri and 
Sorung Khola 
sub-watersheds","well as CR 
Assessment 
(Sot Khola, 
Surkhet) 
completed 
 
Small 
mitigation 
measures in 
2 districts 
Activity 3.3.2: Facilitate 
development and 
implementation of sector-
specific or community level 
CRM interventions to build 
resilience in collaboration 
with MoSTE, MoAD, 
MoFALD 
Small mitigation 
measures in 
Khare Suri and 
Sorung Khola 
sub-watersheds 
of Dolakha (10 
VDC) completed",10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf,10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf
How does the community get involved in disaster planning and response in Dolakha?,"Khare Suri and 
Sorung Khola 
sub-watersheds 
of Dolakha (10 
VDC) completed  
100% BCPR-
SWE 4,058   
    
CBDRM Offices 
in Dolakha 
institutionalized
/reformed and 
equipped  
CBDRM Offices 
in Dolakha 
institutionalized
/reformed and 
equipped  
  BCPR-
SWE 2,669   
    
    
Total Budget/BCPR-SWE         65,499 0     
  
Activity 3.4.3: Facilitate 
collaboration between 
administrative","sub-watersheds 
of Dolakha (10 
VDC) completed  
Small mitigation 
measures in 
Khare Suri and 
Sorung Khola 
sub-watersheds 
of Dolakha (10 
VDC) completed  
100% BCPR-
SWE 30,715   
    
Small mitigation 
measures in Sot 
Khola sub-
watersheds of 
Surkhet (3 VDC) 
completed  
Small mitigation 
measures in Sot 
Khola sub-
watersheds of 
Surkhet (3 VDC) 
completed  
100% BCPR-
SWE 28,057",10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf,10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf
How do different government groups usually work together to prepare for and respond to emergencies?,"collaboration between 
administrative 
departments and sector-
specific agencies by 
developing 
guidelines/manuals/protoc
ols/mechanisms for 
information sharing, 
The PE 
programme has 
been reviewed 
and areas for 
integration of 
CRM identified 
jointly with 
DWIDP.  
    TRAC 2,500   
    
      TRAC 1,810","frameworks and capacity building initiatives of CDRMP contributed for improved institutional and 
legislative system in DRM in the country. Integration of D/CRM into periodic development plans including 
D/CRM monitoring framework developed by NPC further contributes in progressive national effort of 
DRM. Support to MoHA for operationalization of EOCs network across the country involve other",10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf,10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf
Do we have a plan in place to address potential disruptions caused by weather-related incidents?,"Achieve
ments of 
Targets 
in % 
Funding 
Source 
(code) 
Approved 
Budget 
Amount 
Spent 
Expenditure 
in % against 
approved 
budget 
Remarks if 
targets not 
fully 
achieved 
Climate Risk Management 
(DWIDP, DSCWM…. )  
DWIDP Training 
curricula 
updated and 
manuals for 
recommended 
sessions on 
Climate Risks is 
developed (GESI 
integrated) 
Prepared 
Training Module 
on Integrated","and projects supported by UN agencies in Nepal has been developed which is under finalization 
process. 
• A Training Module on Integrated Climate Risk Management Approach in Structural and Non-
Structural Measures for Department of Water Induced Disaster Management (DWIDM) officials has 
been prepared based on the training need assessment.",10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf,10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf
Does the government have a plan for how different agencies work together to deal with water-related emergencies?,"Prepared 
Training Module 
on Integrated 
CRM Approach 
in Structural and 
Non-Structural 
Measures for 
Department of 
Water Induced 
Disaster 
Management 
(DWIDM) 
officials 
100% TRAC 2,000   
    
Activity 3.4.4: Support 
formulation of national 
DRR-CCA frameworks by 
involving key national 
agencies (NPC, MoSTE, 
MoHA) and stakeholders 
National CRM 
framework 
developed (GESI 
integrated)","and projects supported by UN agencies in Nepal has been developed which is under finalization 
process. 
• A Training Module on Integrated Climate Risk Management Approach in Structural and Non-
Structural Measures for Department of Water Induced Disaster Management (DWIDM) officials has 
been prepared based on the training need assessment.",10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf,10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf
"How do organizations like the one in Nepal plan to respond to emergencies, in terms of coordinating efforts and communication?","framework 
developed (GESI 
integrated) 
    TRAC 4,000   
    
Activity 3.4.5: Support 
developing of a CRM 
Strategy for UNDP Nepal 
and enhance CRM capacity 
within UNDP  
UNDP CRM 
Strategy 
developed  
CRM strategy for 
UN agencies in 
Nepal has been 
developed. 
75% TRAC 3,925   
    
      TRAC 75       
Activity 3.4.6 ICRMP 
Publication   
The publications 
have been 
designed and are","CRM Strategy for 
UNDP Nepal  
    BCPR-
SWE 5,970       
Travel      BCPR-
SWE 3,380       
Stationaries, Vehicle 
Maintenance, rent      BCPR-
SWE 5,390   
    
Communication Cost / 
Publication / Printing      BCPR-
SWE 611   
    
Equipment 
(IT/Communication)      BCPR-
SWE 1,329       
  
    BCPR-
SWE 2,855       
    BCPR-
SWE 7,333       
    BCPR-
SWE 8,767",10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf,10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf
Is there a certain number of copies being produced or distributed in relation to this project?,"The publications 
have been 
designed and are 
being printed. 
  TRAC 3,154   
    
Activity 3.4.7 Watershed 
Classification tool 
finalization 
Tool developed 
Tool was 
developed under 
leadership of 
DSCWM 
100% 
TRAC 3,000       
TRAC 5,000       
TRAC 2,000       
TRAC 10,000","system of DHM. 
100% BCPR-
SWE 5,852   
    
                  
Activity 3.1.4: Assess and 
install a community based 
early warning system in 
one sub watershed and link 
with DEOC/REOC and 
NEOC- Surkhet 
Installation of 
telemetric 
stations in Sot 
Khola sub-
watershed, 
Surkhet (as per 
the assessment - 
see activity 
below) and 
Capacity 
Building 
Training for the 
Community 
(GESI",10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf,10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf
Do you need to have a certain level of funding to develop something like a mobile app for agriculture?,"Achieve
ments of 
Targets 
in % 
Funding 
Source 
(code) 
Approved 
Budget 
Amount 
Spent 
Expenditure 
in % against 
approved 
budget 
Remarks if 
targets not 
fully 
achieved 
Activity 3.4.8 Promotion of 
Mobile Apps for 
Agriculture Mobile Apps 
developed,  
Mobile App 
developed under 
leadersip of 
Dept. of 
Agriculture 
100% 
TRAC 2,000       
TRAC 3,000       
Activity 3.4.9 Support for","Achieve
ments of 
Targets 
in % 
Funding 
Source 
(code) 
Approved 
Budget 
Amount 
Spent 
Expenditure 
in % against 
approved 
budget 
Remarks if 
targets not 
fully 
achieved 
1.2 Support the creation of 
market linkages (In 
collaboration with DOA) 
including construction of 
collection/ information 
center 
1 Agriculture 
information and 
collection center 
in Maadi, 
Chitwan estd",10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf,10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf
Is there a program or system in place to give people early warnings about potential disasters?,"TRAC 3,000       
Activity 3.4.9 Support for 
DHM for Capacity Building TRAC 5,000   
    
3.4.10 Chandane Drinking 
Water Extension (Phase II) 
Support 
CBDRMC in 
Surkhet 
CBDRMC 
supported 1 TRAC 10,000   
    
3.4.11 Documentary on 
Early Warning System       TRAC 5,000   
    
3.4.12 Automatic Weather 
Station, Charikot       TRAC 10,000   
    
3.4.13 Support to CBOs of","3.4.13 Support to CBOs of 
Sotkhola Subwatershed, 
Surkhet for Water Source 
Protection and RVT 
Fencing 
  
The activities for 
drinking water 
source 
protection have 
been completed. 
100% TRAC 5,690   
    
3.4.14 Strengthening the 
capacity of Communities 
(CBO) Journalists, GoN 
agencies at all levels on 
Integrated Climate Risk 
Management 
      TRAC 8,000",10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf,10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf
How do communities get involved in protecting water sources?,"3.4.13 Support to CBOs of 
Sotkhola Subwatershed, 
Surkhet for Water Source 
Protection and RVT 
Fencing 
  
The activities for 
drinking water 
source 
protection have 
been completed. 
100% TRAC 5,690   
    
3.4.14 Strengthening the 
capacity of Communities 
(CBO) Journalists, GoN 
agencies at all levels on 
Integrated Climate Risk 
Management 
      TRAC 8,000","share the key achievement and lessons learnt. 16 CBOs developed their capacity to implement 
project interventions related to integrated climate risk management and livelihood promotion. A 
better linkage with local and district level agencies was found to be developed. As per the CBOs, 
Tanks constructed with project support, Lekhgaun 
Drinking Water Scheme, Lekhgaun, Surkhet",10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf,10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf
What's the total cost of this plan?,"Management 
      TRAC 8,000   
    
3.4.15 Finalization and 
printing of CRM Strategy       TRAC 1,000   
    
        TRAC 1,000       
Total 
Budget/TRA
C 
          88,154","framework 
developed (GESI 
integrated) 
    TRAC 4,000   
    
Activity 3.4.5: Support 
developing of a CRM 
Strategy for UNDP Nepal 
and enhance CRM capacity 
within UNDP  
UNDP CRM 
Strategy 
developed  
CRM strategy for 
UN agencies in 
Nepal has been 
developed. 
75% TRAC 3,925   
    
      TRAC 75       
Activity 3.4.6 ICRMP 
Publication   
The publications 
have been 
designed and are",10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf,10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf
How do emergency plans typically factor in climate-related risks?,"Achieve
ments of 
Targets 
in % 
Funding 
Source 
(code) 
Approved 
Budget 
Amount 
Spent 
Expenditure 
in % against 
approved 
budget 
Remarks if 
targets not 
fully 
achieved 
Activity 
Result 3.5:   
National and 
local 
vulnerabiliti
es arising 
from climate 
risks 
understood 
(ATLAS 
Activity 3) - 
Communicat
ion and M&E 
of ICRM 
Activity 3.5.2: Sharing 
Workshop on Lessons","Achieve
ments of 
Targets 
in % 
Funding 
Source 
(code) 
Approved 
Budget 
Amount 
Spent 
Expenditure 
in % against 
approved 
budget 
Remarks if 
targets not 
fully 
achieved 
Expected 
Result 3.1: 
Increase in 
the number 
of 
knowledge 
exchange 
events, 
exposure 
visits 
conducted 
to facilitated 
coordinatio
n between 
Korean 
experts, UN 
agencies, 
Government 
department
s;",10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf,10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf
Don't they have some kind of system in place to share knowledge and successes with other communities that might need help responding to emergencies?,"Activity 3.5.2: Sharing 
Workshop on Lessons 
learnt of ICRMP activities 
Experiences of 
ICRMP's 
achievements 
shared with 
national and 
district 
stakeholders 
Experience 
workshop 
organized 
100% BCPR-
SWE 4,988   
    
Annual 
Targets:  
 
Best 
practices 
and case 
studies 
documented 
and 
published 
 
Experiences 
of ICRMP's 
capacity 
shared with 
national and 
district 
stakeholder
s","7.3). 
This component mainly deals with enhancing capabilities of local communities, who are vulnerable to 
climate and disaster risks, for   their increased resilience to these risks.  As mentioned below, the first part 
deals with the progress on ""ICRM Initiatives"" implemented under funding from UNDP Bureau of Crisis",10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf,10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf
How does a community work together to handle emergency situations like natural disasters?,"national and 
district 
stakeholder
s 
 
Community 
of Practice 
Activity 3.5.3: Develop a 
Community of Practice 
(CoP) on CRM 
Community of 
Practice 
organized and 
proceedings 
published (lead 
by BPPC)  
    BCPR-
SWE 1,516","sharing events, etc. for 
community people and 
other stakeholders to learn 
about good practices.  
At least 4 visits/ 
events for 
community 
people and 
stakeholders 
conducted 
Exposure visits 
for 
LDRMCs/CBDR
MCs organized 
100% MOFATK
OREA 5,440   
    
3.4 Suport to GON in 
D/CRM mainstreaming and 
harmonisation of local level 
planning and 
implementation  
Support to 
develop DRR",10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf,10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf
"What's the process for evaluating how well we're meeting our goals, especially when things haven't gone as planned?","Achieve
ments of 
Targets 
in % 
Funding 
Source 
(code) 
Approved 
Budget 
Amount 
Spent 
Expenditure 
in % against 
approved 
budget 
Remarks if 
targets not 
fully 
achieved 
organized 
and 
proceedings 
published  
Total 
Budget/BCP
R-SWE 
          6,504   
    
          BCPR-
SWE 12,312       
  
Salary (Field level 
Consultant) 
Brochure ICRM; 
CRM Strategy for 
UNDP Nepal  
    BCPR-","Achieve
ments of 
Targets 
in % 
Funding 
Source 
(code) 
Approved 
Budget 
Amount 
Spent 
Expenditure 
in % against 
approved 
budget 
Remarks if 
targets not 
fully 
achieved 
      CBDM 
Asia  500       
      CBDM 
Asia  2,500       
      CBDM 
Asia  2,760       
    Subtotal        37,260       
  
Total for Output 
,00088408         193,364 120,03
7.55 62%",10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf,10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf
What's the plan for handling communications in a crisis situation like this?,"CRM Strategy for 
UNDP Nepal  
    BCPR-
SWE 5,970       
Travel      BCPR-
SWE 3,380       
Stationaries, Vehicle 
Maintenance, rent      BCPR-
SWE 5,390   
    
Communication Cost / 
Publication / Printing      BCPR-
SWE 611   
    
Equipment 
(IT/Communication)      BCPR-
SWE 1,329       
  
    BCPR-
SWE 2,855       
    BCPR-
SWE 7,333       
    BCPR-
SWE 8,767","framework 
developed (GESI 
integrated) 
    TRAC 4,000   
    
Activity 3.4.5: Support 
developing of a CRM 
Strategy for UNDP Nepal 
and enhance CRM capacity 
within UNDP  
UNDP CRM 
Strategy 
developed  
CRM strategy for 
UN agencies in 
Nepal has been 
developed. 
75% TRAC 3,925   
    
      TRAC 75       
Activity 3.4.6 ICRMP 
Publication   
The publications 
have been 
designed and are",10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf,10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf
Do they have some kind of system in place to get ready for disasters?,"Achieve
ments of 
Targets 
in % 
Funding 
Source 
(code) 
Approved 
Budget 
Amount 
Spent 
Expenditure 
in % against 
approved 
budget 
Remarks if 
targets not 
fully 
achieved 
 CPAP Output 7.4: National preparedness and emergency systems are able to effectively prepare for 
and respond to hazard related disaster  
        
Activity 
Result 5:  
Emergency 
facility 
provided 
and 
strengthene","Achieve
ments of 
Targets 
in % 
Funding 
Source 
(code) 
Approved 
Budget 
Amount 
Spent 
Expenditure 
in % against 
approved 
budget 
Remarks if 
targets not 
fully 
achieved 
Sub Total Activity Result 8         406,891 426,01
4.69 105%   
CPAP Output 7.2: Urban Populations are better able to prepare for and manage hazard   
  
                    
Activity 
Result 2.4 
Reconstructi
on of",10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf,10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf
Does this relate to some sort of plan for setting up backup centers during emergencies?,"Emergency 
facility 
provided 
and 
strengthene
d as per 
Flagship 
Area Two 
(ATLAS 
Activity 5) 
Activity 5.1: Deliver and set 
up equipment in 5 EOCs (1 
DEOCs and 4 MEOC 
conversion), (continuation 
from 2015) 
Converting 
MEOC in to 
DEOCs and their 
activation with 
communication 
equipment 
4 DEOCs 
(Rasuwa, 
Nuwakot, 
Gorkha and 
Solukhumbu) 
established 
replacing earlier 
4 MEOCs","Municipal Emergency Operation Centres (MEOCs) were 
converted into DEOCs, thus DEOC was established in four new 
districts: Gorkha, Rasuwa, Nuwakot and Solukhumbu. 
Installation of VHF Radio Base Stations in a total of 3 4 EOCs 
including all five REOCs and 2 9 DEOCs covering all five 
development regions. Likewise, the long pending Workshop on",10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf,10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf
How do the different emergency coordination centers get the equipment and resources they need during a disaster?,"established 
replacing earlier 
4 MEOCs 
100% DFID 9,334   
    
NEOC 
Strengthening Done, ongoing 100% 
Baidu 
Foundati
on 
3,000   
    
      DFID 325       
EOC 
strengthening 
34 EOCs 
(29DEOCs and 5 
REOCs) 
supported with 
VHF base 
stations, other 
EOCs also 
supported with 
equipment etc. 
100% 
DFID 27,664       
Baidu 
Foundati
on 
3,613   
    
Activity 5.3: Strengthen","on 
3,613   
    
Activity 5.3: Strengthen 
EOCS functioning through 
staff training and 
equipment and technical 
support 
DIMS Training 4 events 
organized  100% 
DFID 4,261       
Baidu 
Foundati
on 
4,000   
    
TRAC 11,000       
Strengthen 
Model DEOCs 
4 DEOCs (Jhapa, 
Chitwan, Banke, 
Kailali) 
strengthened 
80% 
DFID 12,188       
Baidu 
Foundati
on 
4,000",10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf,10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf
Do you have any information on how local teams are prepared for emergencies?,"on 
3,613   
    
Activity 5.3: Strengthen 
EOCS functioning through 
staff training and 
equipment and technical 
support 
DIMS Training 4 events 
organized  100% 
DFID 4,261       
Baidu 
Foundati
on 
4,000   
    
TRAC 11,000       
Strengthen 
Model DEOCs 
4 DEOCs (Jhapa, 
Chitwan, Banke, 
Kailali) 
strengthened 
80% 
DFID 12,188       
Baidu 
Foundati
on 
4,000","established 
replacing earlier 
4 MEOCs 
100% DFID 9,334   
    
NEOC 
Strengthening Done, ongoing 100% 
Baidu 
Foundati
on 
3,000   
    
      DFID 325       
EOC 
strengthening 
34 EOCs 
(29DEOCs and 5 
REOCs) 
supported with 
VHF base 
stations, other 
EOCs also 
supported with 
equipment etc. 
100% 
DFID 27,664       
Baidu 
Foundati
on 
3,613   
    
Activity 5.3: Strengthen",10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf,10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf
"What's the process for evaluating how well a disaster management team is doing, especially when it comes to meeting their goals?","Achieve
ments of 
Targets 
in % 
Funding 
Source 
(code) 
Approved 
Budget 
Amount 
Spent 
Expenditure 
in % against 
approved 
budget 
Remarks if 
targets not 
fully 
achieved 
National 
Consultative 
Workshop on 
EOC Network 
Strengthening 
    
DFID 1,623       
DFID 3,352       
Baidu 
Foundati
on 
2,500   
    
ACDO Workshop 
on disaster 
Preparedness 
and EOC 
Management 
2 events of","Achieve
ments of 
Targets 
in % 
Funding 
Source 
(code) 
Approved 
Budget 
Amount 
Spent 
Expenditure 
in % against 
approved 
budget 
Remarks if 
targets not 
fully 
achieved 
 CPAP Output 7.4: National preparedness and emergency systems are able to effectively prepare for 
and respond to hazard related disaster  
        
Activity 
Result 5:  
Emergency 
facility 
provided 
and 
strengthene",10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf,10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf
What kind of groups or teams are involved in helping plan for and respond to emergencies in these workshops?,"Preparedness 
and EOC 
Management 
2 events of 
workshop on 
preparedness 
and EOC 
management 
organized for 
ACDOs 
100% 
DFID 5,073       
Baidu 
Foundati
on 
13,500   
    
Programme 
Support Cost 
    DFID 974       
    DFID 620       
    DFID 1,435       
    DFID 5,245       
    DFID 5,420       
    DFID 2,430       
    TRAC 10,581       
    TRAC 73       
    TRAC 1,857","on 
3,613   
    
Activity 5.3: Strengthen 
EOCS functioning through 
staff training and 
equipment and technical 
support 
DIMS Training 4 events 
organized  100% 
DFID 4,261       
Baidu 
Foundati
on 
4,000   
    
TRAC 11,000       
Strengthen 
Model DEOCs 
4 DEOCs (Jhapa, 
Chitwan, Banke, 
Kailali) 
strengthened 
80% 
DFID 12,188       
Baidu 
Foundati
on 
4,000",10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf,10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf
How effective was the assessment of outcomes in those municipalities and VDCs compared to their initial targets?,"Achieve
ments of 
Targets 
in % 
Funding 
Source 
(code) 
Approved 
Budget 
Amount 
Spent 
Expenditure 
in % against 
approved 
budget 
Remarks if 
targets not 
fully 
achieved 
  
Assessment of outcomes of 
EBPS in KMC and LSMC and 
Manual BPS in 3 
municipalities and earlier 6 
VDCs 
  Assessment 
carried out 100% TRAC 4,069","Achieve
ments of 
Targets 
in % 
Funding 
Source 
(code) 
Approved 
Budget 
Amount 
Spent 
Expenditure 
in % against 
approved 
budget 
Remarks if 
targets not 
fully 
achieved 
    TRAC 3,911       
    TRAC 1,784       
    TRAC 8,375       
    TRAC 3,272       
    TRAC 6,541       
    TRAC 3,447       
    TRAC 8,178       
    TRAC 40,692       
    TRAC 6,010       
    TRAC 2,883",10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf,10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf
How do communities typically start rebuilding after a disaster?,"Sub Total Activity Result 5         142,139 139,37
9.77 98%   
                    
Policy 
Framework 
and key 
capacities 
for Early 
Recovery 
strengthene
d  (ATLAS 
Activity 5) 
Disseminate and roll out 
the National ER 
Framework 
ER Cluster 
Strengthening 
ER Cluster 
strengthened, 80% 
Baidu 
Foundati
on 
1,000   
    
Baidu 
Foundati
on 
4,300","Progress up 
to 2015 
 2016 
Milestone 
2016 
Progress 
Cumulative 
progress 
up to 2016 
Means of 
verification 
other 
accessories 
National ER 
systems 
strengthened 
National ER 
Framework 
developed 
No NERF 
(Jan 2015) 
National ER 
Framework in 
place 
Draft Preparation 
of National 
ER 
Framework 
Framework 
finalized 
National ER 
Framework 
prepared 
with 
MoFALD 
Document",10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf,10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf
Is there something specific that's looked at when trying to figure out the effectiveness of disaster management efforts?,"Baidu 
Foundati
on 
4,300   
    
        
Baidu 
Foundati
on 
3,264   
    
Sub Total Activity Result 6         8,564 227 3%   
Sub total of Output ID 77652         150,703 141,58
8.97 94%   
CPAP Output 7.3:  Vulnerable populations have increased knowledge about disaster risk management and capacity for climate change 
adaptation and mitigation of risks","Sub-Total 
Output 
(Japan fund) 
          250,266 250,26
6 100%   
CPAP Output 7.3:  Vulnerable populations have increased knowledge about disaster risk management and capacity for climate cha nge adaptation 
and mitigation of risks (Project ID: 84111) ATLAS Activity 3",10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf,10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf
How do households that are at risk of natural disasters typically try to protect themselves financially?,"adaptation and mitigation of risks   
ATLAS ACTIVITY 1:  Income and food security in high -risk households in 2 selected sub-watersheds currently facing environment degradation and 
at high risk from natural disasters  increased. 
  
1.1 Provide financial 
support to selected 
promising enterprises/ 
IGAs (Fish pond 
construction, Mushroom 
cultivation, etc.)  
Financial 
support 
provided to","focusing on the thematic sectors as Livelihood Promotion, Bioengineering and Natural Resource 
Management have been implemented in three sub-watersheds namely Khare-Suri khola and 
Sorungkhola sub-watersheds in Dolakha district and Sot-khola sub-watershed in Surkhet district. 
Key progresses include: 
o Local Disaster Risk Management Committees 
and Community Based Disaster Risk",10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf,10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf
How do organizations like the one mentioned typically prioritize who gets support during disaster recovery efforts?,"Financial 
support 
provided to 
selected 50 
farmers (At least 
20 women) 
Farmers 
supported in 
Chitwan and 
Sindhupalchowk 
100% MOFATK
OREA 7,440","supported 
100% 
MOFATK
OREA 4,865   
    
4 Groups trained 
on fruit 
cultivation (50% 
of them are 
women) 
MOFATK
OREA 4,360   
    
2.5 Support/ Establish 
community nurseries in 
collaboration with DFO in 
Sindhupalchowk  
at least 25,000 
plants produced 
through 
community 
nursery - in 
districts 
Community 
nursery 
supported 
100% MOFATK
OREA 1,911   
    
2.6 Promote 
environmentally",10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf,10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf
What happens when a project like this doesn't meet its goals - is there any follow-up or consequences?,"Achieve
ments of 
Targets 
in % 
Funding 
Source 
(code) 
Approved 
Budget 
Amount 
Spent 
Expenditure 
in % against 
approved 
budget 
Remarks if 
targets not 
fully 
achieved 
1.2 Support the creation of 
market linkages (In 
collaboration with DOA) 
including construction of 
collection/ information 
center 
1 Agriculture 
information and 
collection center 
in Maadi, 
Chitwan estd","Achieve
ments of 
Targets 
in % 
Funding 
Source 
(code) 
Approved 
Budget 
Amount 
Spent 
Expenditure 
in % against 
approved 
budget 
Remarks if 
targets not 
fully 
achieved 
4.3 Support to create 
market linkage and develop 
community infrastructures 
in coordination with DADO, 
Sindhupalchowk 
      MOFATK
OREA 3,000   
    
CO overhead       MOFATK
OREA 8,000",10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf,10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf
