query,positive,negative,positive_source,negative_source
Do these disaster management groups work with the local community in some way?,"focusing on the thematic sectors as Livelihood Promotion, Bioengineering and Natural Resource 
Management have been implemented in three sub-watersheds namely Khare-Suri khola and 
Sorungkhola sub-watersheds in Dolakha district and Sot-khola sub-watershed in Surkhet district. 
Key progresses include: 
o Local Disaster Risk Management Committees 
and Community Based Disaster Risk","well as CR 
Assessment 
(Sot Khola, 
Surkhet) 
completed 
 
Small 
mitigation 
measures in 
2 districts 
Activity 3.3.2: Facilitate 
development and 
implementation of sector-
specific or community level 
CRM interventions to build 
resilience in collaboration 
with MoSTE, MoAD, 
MoFALD 
Small mitigation 
measures in 
Khare Suri and 
Sorung Khola 
sub-watersheds 
of Dolakha (10 
VDC) completed",10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf,10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf
Does all this work with the communities to prevent damage when a big storm hits?,"and Community Based Disaster Risk 
Management Committees (LDRMCs and 
CBDRMCs) have been supported with off-
season vegetable farming and goat farming, 
Construction of tanks for irrigation and 
drinking water; Construction of cardamom 
nursery, conservation ponds, plastic tunnels, 
dry cemented canal for flash flood control and 
gabion structures have been completed in","BCPR : Bureau for Crisis Prevention and Recovery 
CBDRM : Community Based Disaster Risk Management 
CBDRMC/P : Community Based Disaster Risk Management Committee/Plan 
CBEWS : Community Based Early Warning System 
CBOs : Community Based Organizations 
CC : Climate Change 
CCA : Climate Change Adaptation 
CDG : Central Department of Geography, Tribhuvan University",10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf,10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf
"Are these gabion structures helping protect people from something, like landslides or flooding?","gabion structures have been completed in 
Dolakha collectively benefitting about 3588 
people (1836 women & 1752 men) from 1516 
HHs of Babare, Khopachangu, Lapilang, 
lamidanda, kalinchok VDCs of Sorungkhola 
subwatershed and Khare, Suri, Jhyaku, Chankhu, Marbu VDCs of Kharesuri khola subwatershed in 
Dolakha.","Khare Suri and 
Sorung Khola 
sub-watersheds 
of Dolakha (10 
VDC) completed  
100% BCPR-
SWE 4,058   
    
CBDRM Offices 
in Dolakha 
institutionalized
/reformed and 
equipped  
CBDRM Offices 
in Dolakha 
institutionalized
/reformed and 
equipped  
  BCPR-
SWE 2,669   
    
    
Total Budget/BCPR-SWE         65,499 0     
  
Activity 3.4.3: Facilitate 
collaboration between 
administrative",10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf,10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf
Has the training and support for these groups had an impact on how communities in Dolakha prepare for emergencies?,"Dolakha.  
o 1,713 persons (CBDRMCs/LDRMCs/VDC Secretaries) including 914 women have been trained on 
different aspects: livelihood, skills, SAR, First Aid, DRR/CCA, etc. 
o 15 ECO-DRR clubs have been supported/oriented involving 160 students of 15 schools in the ten 
VDCs; ECA guidelines have been prepared for all the clubs.","comprising of livelihood improvement, restoration of small infrastructures and bio engineering 
works.  Over 2,200 community members with around 50% women (LDRMCs/CBDRMCs) have been 
trained/oriented on DRR -CCA, First Aid, Search and Rescue, Livelihood improvement and other 
orientation trainings. 
10 Local Disaster Risk Management Plans (LD RMPs) have been prepared/ revised in Dolakha and",10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf,10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf
"Were there any specific steps taken to help vulnerable groups, like women and minorities, in these areas?","o  5 new LDRMPs (Khare, Suri, Jhyaku, Chankhu, Marbu VDCs ) have been prepared and 5 LDRMPs 
(Babare, Khopachangu, Lapilang, lamidanda, kalinchok VDCs ) have been reviewed/updated 
benefiting entire 22,725 (12425 female, 505 dalits and 13280 janajati) population. 
A woman farmer in her vegetable farm, Dolakha 
December, 2016 ANNUAL PROGRESS REPORT 
 
28 | P a g e","prepared/updated 
5 LDRMPs 
in Dolakha 
but 
10 LDRMPs 
active in 
Dolakha 
5 LDRMPs 
prepared 
but needed 
update, no 
Update of 5 
LDRMPs and 
preparation 
of 5 LDRMPs 
LDRMPs of 5 
VDCs 
(Khopachag
u, 
LDRMPs of 
10 VDCs of 
Kharesuri 
and 
LDRMPs 
December, 2016 ANNUAL PROGRESS REPORT 
 
18 | P a g e  
   
Project Output 
statement 
Output indicator Baseline Cumulative 
Target for",10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf,10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf
How did they make the water available during emergencies in Surkhet?,"28 | P a g e  
 
  
o Similarly, in Surkhet, the construction of drinking 
water reservoir tanks and collection chamber, 
filter tank and rainwater harvesting ponds, 
plastic tunnels, Construction of irrigation canals 
and fitting of pipes, installation of Bio-gas plants, 
bamboo plantation, gabion structures and 
establishment of school garden have collectively","establishment of school garden have collectively 
benefitted about 7,905 people (4028 women and 
3,877 men) from 1,155 HHs of Kunathari, 
Lekhgaun and Gadhi VDCs of Sot khola sub-
watershed in Surkhet. 
• The results and achievements of the project 
activities implemented in the two districts were 
shared with local, district and national stakeholders",10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf,10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf
How do people in a community find out about the progress of projects that are helping them?,"establishment of school garden have collectively 
benefitted about 7,905 people (4028 women and 
3,877 men) from 1,155 HHs of Kunathari, 
Lekhgaun and Gadhi VDCs of Sot khola sub-
watershed in Surkhet. 
• The results and achievements of the project 
activities implemented in the two districts were 
shared with local, district and national stakeholders","28 | P a g e  
 
  
o Similarly, in Surkhet, the construction of drinking 
water reservoir tanks and collection chamber, 
filter tank and rainwater harvesting ponds, 
plastic tunnels, Construction of irrigation canals 
and fitting of pipes, installation of Bio-gas plants, 
bamboo plantation, gabion structures and 
establishment of school garden have collectively",10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf,10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf
What's the relationship between those representatives and the strategy they were discussing?,"by organizing a sharing workshop on 11 - 12 September 2016 in Kathmandu and the workshop was 
participated by the representatives from central GoN as MoFALD, DSCWM, DHM, DWIDM, DoA and 
district GoN as VDC secretaries of Surkhet and Dolakha, and DADO Surkhet. 
• A CRM Strategy to serve as a guidance for integrating CCA and DRR approaches into programmes","partnership in future. Representatives from the Government, UNDP, University, professional institutions of 
Nepal, China and Bangladesh and DFID UK attended the workshop. The participants from the three countries 
shared their learning and experiences on D/CRM. The participants from Nepal shared their experiences and",10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf,10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf
Do they have some kind of training program in place for people dealing with natural disasters in Nepal?,"and projects supported by UN agencies in Nepal has been developed which is under finalization 
process. 
• A Training Module on Integrated Climate Risk Management Approach in Structural and Non-
Structural Measures for Department of Water Induced Disaster Management (DWIDM) officials has 
been prepared based on the training need assessment.","DPNet : Disaster Preparedness Network 
DSCWM : Department of Soil Conservation and Watershed Management 
DWIDP : Department of Water Induced Disaster Prevention 
e-BPS : Electronic Building Permit System 
ECHO : European Commission's Humanitarian aid and Civil Protection Department 
EECDRM : Energy, Environment, Climate Change and Disaster Risk Management Unit 
of UNDP Nepal",10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf,10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf
What kind of local groups were involved in helping communities prepare for something like a disaster?,"The key progress made in 2016 under MDGTFI (with funding support from RoK-UNDP) project in 
Chitwan and Sindhupalchowk are mentioned below: 
• The activities under this sub-component also includes both, national level and community level. At 
community level, activities were carried out through 6 CBOs in Chitwan and 10 CBOs in 
Sindhupalchowk district under MCG modality.","Sindhupalchowk district under MCG modality.  
• Some of main activities carried out as central level are presented with below points: 
o Completion of research activities by 7 students, in funding support of MDGTFI, linking climate 
risks in agriculture sector in collaboration with the Institute of Agriculture and Animal Science 
(IAAS), Kirtipur.",10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf,10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf
How do research projects that look at climate-related risks in farming usually get planned and supported?,"Sindhupalchowk district under MCG modality.  
• Some of main activities carried out as central level are presented with below points: 
o Completion of research activities by 7 students, in funding support of MDGTFI, linking climate 
risks in agriculture sector in collaboration with the Institute of Agriculture and Animal Science 
(IAAS), Kirtipur.","The key progress made in 2016 under MDGTFI (with funding support from RoK-UNDP) project in 
Chitwan and Sindhupalchowk are mentioned below: 
• The activities under this sub-component also includes both, national level and community level. At 
community level, activities were carried out through 6 CBOs in Chitwan and 10 CBOs in 
Sindhupalchowk district under MCG modality.",10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf,10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf
Does this have to do with helping communities recover from disasters?,"(IAAS), Kirtipur.   
o Agri Apps with the collaboration of MoAD/ DoA/ DADO was launched in Sindhupalchowk district 
where 80 participated the inauguration ceremony and 33 individuals provided with master ToT 
on the Agri App application. 
o DEOCs of Sindhupalchowk and Chitwan were supported after the consultations were held with","District Administration Offices (DAOs) of Sindhupalchowk and Chitwan to identify the need for 
strengthening the respective District Emergency Operation Centre (DEOCs) towards making them 
model DEOCs. 
o In Sindhupalchowk district, construction of multipurpose nursery with the collaboration of DFO 
Sindhupalchowk was done.  Further, Operational Plan (OP) and Constitutions of 17 Community",10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf,10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf
Do districts have some kind of emergency center that they use to coordinate responses to natural disasters?,"District Administration Offices (DAOs) of Sindhupalchowk and Chitwan to identify the need for 
strengthening the respective District Emergency Operation Centre (DEOCs) towards making them 
model DEOCs. 
o In Sindhupalchowk district, construction of multipurpose nursery with the collaboration of DFO 
Sindhupalchowk was done.  Further, Operational Plan (OP) and Constitutions of 17 Community","• Major accomplishments in Sindhupalchowk through the ten CBOs are briefly mentioned below: 
o The project activities were carried out in the 3 VDCs Haibung, Bhotechaur and Thakani and four 
wards of Melamchi municipality (earlier Sindhukot and Bansbari VDCs). 
o  The main activities carried out were from the three thematic areas and they are restoration of",10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf,10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf
What role did the District Forest Office play in preparing those groups for whatever challenges were happening in the area?,"Forest User Groups (CFUGs) of Sindhu khola sub-watershed, Sindhupalchowk were 
prepared/revised in coordination with the DFO. An orientation workshop involving CFUG 
members, District Forest Office and other stakeholders was organized at the beginning and 
sharing was also conducted at the end.   
o Micro-capital Grant (MCG) result sharing workshop organized in Sindhupalchowk and Chitwan to","Sindhupalchowk district under MCG modality.  
• Some of main activities carried out as central level are presented with below points: 
o Completion of research activities by 7 students, in funding support of MDGTFI, linking climate 
risks in agriculture sector in collaboration with the Institute of Agriculture and Animal Science 
(IAAS), Kirtipur.",10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf,10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf
Did they find any specific ways to make sure the projects they were working on were well connected to the local community and other organizations?,"share the key achievement and lessons learnt. 16 CBOs developed their capacity to implement 
project interventions related to integrated climate risk management and livelihood promotion. A 
better linkage with local and district level agencies was found to be developed. As per the CBOs, 
Tanks constructed with project support, Lekhgaun 
Drinking Water Scheme, Lekhgaun, Surkhet","3.4.13 Support to CBOs of 
Sotkhola Subwatershed, 
Surkhet for Water Source 
Protection and RVT 
Fencing 
  
The activities for 
drinking water 
source 
protection have 
been completed. 
100% TRAC 5,690   
    
3.4.14 Strengthening the 
capacity of Communities 
(CBO) Journalists, GoN 
agencies at all levels on 
Integrated Climate Risk 
Management 
      TRAC 8,000",10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf,10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf
Does the Drinking Water Scheme in Surkhet also do something with sharing good ideas and learning from their experiences?,"Drinking Water Scheme, Lekhgaun, Surkhet 
December, 2016 ANNUAL PROGRESS REPORT 
 
29 | P a g e  
 
  
presentation, their intuitional, capacity on decision making, planning and implementation and 
documentation was improved.  
o Compilation of best practices: the MCG project completion reports, reflection photo stories and 
video will be knowledge management tool for MDGTFI.","preparations, studies/reviews are taking more time than expected. 
 
• Due to priorities of stakeholders in reconstruction, delay in project implementation and delivery 
were realized.  
 
 
10. A SPECIFIC STORY 
 
Changes brought by the water source conservation and its utilization for drinking water 
purpose by lifting system in Lekhgaun VDC Surkhet",10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf,10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf
What was the goal behind creating those ponds and providing fishing equipment to the farmers?,"• In Riu-khola sub-watershed Maadi, Chitwan, mainly three types of activities were accomplished, 
they are: livelihood promotion related, community infrastructure/bio-engineering works and 
capacity building. The key progress includes: 
o Excavation of 13 ponds was completed and 
support with fishing equipment, fingerlings etc. 
was also provided to the farmers. 21 farmers","engineering, River training, 
Landslide protection 
measures, community 
infrastructures) 
mitigation 
measures at six 
places including 
structures and 
bio-engineering 
works 
Bio-engineering 
activities carried 
out in Chitwan 
and 
Sindhupalchowk 
100% MOFATK
OREA 21,818   
    
1.7 Installation of 
Community Based EWS in 
Riu Khola subwatershed, 
Maadi (Chitwan) and 
Hydro-met Stations in",10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf,10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf
Does this project help people grow their own food at home?,"was also provided to the farmers. 21 farmers 
started mushroom cultivation through the project 
support. One market information and collection 
centre was constructed in Maadi for easing the 
marketing of the agri-products of the project 
beneficiaries. Another construction for 
community seed bank was also started in the first 
quarter. 
o Furthermore, home gardening with drip irrigation","locations of above structures.  
o In order to promote the agricultural marketing, an 
agricultural collection and information center is 
constructed with 7 stalls, one live fish marketing, 
two roomed-building, 1 hand-pump for drinking 
water and two room toilets.  
o A workshop on promotion of agricultural 
marketing and role of different stakeholders was",10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf,10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf
,"40 HHs, IPM farmers’ school 1, support to 
rehabilitation of small irrigation 5 benefitting 150 
HHs, support construction of plastic ponds 4 benefitting 100 HHs, pump-sets for                                                                                    
irrigation 41 HHs was accomplished.  
o About 1200 meters of flood control mitigation structures such as check-dam construction using","community in this ward. 
Even though the financial aid to the community was not enough to fulfill all the 
requirements of the project, the initiation was impressive enough to bring 
benefit for the whole community. Especially it is saving time of women 
and children who are often responsible for fetching household water. An irrigation pond of 42.5 cubic",10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf,10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf
,"gabion boxes was completed at several vulnerable sites of Riu-Khola, Bandarmude Khola, Magaoi 
Khola, about 2 Km trench was opened to divert the Riu-khola in Rauteni as river training,  
o 14 Km forest area fencing with mesh-wire to prevent human & wildlife conflicts were also 
completed. 
o  More than 2,000 bamboo clumps were 
transplanted as bioengineering works at different","gabion structures have been completed in 
Dolakha collectively benefitting about 3588 
people (1836 women & 1752 men) from 1516 
HHs of Babare, Khopachangu, Lapilang, 
lamidanda, kalinchok VDCs of Sorungkhola 
subwatershed and Khare, Suri, Jhyaku, Chankhu, Marbu VDCs of Kharesuri khola subwatershed in 
Dolakha.",10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf,10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf
What's usually done at a disaster to protect the water supply?,"locations of above structures.  
o In order to promote the agricultural marketing, an 
agricultural collection and information center is 
constructed with 7 stalls, one live fish marketing, 
two roomed-building, 1 hand-pump for drinking 
water and two room toilets.  
o A workshop on promotion of agricultural 
marketing and role of different stakeholders was","was also provided to the farmers. 21 farmers 
started mushroom cultivation through the project 
support. One market information and collection 
centre was constructed in Maadi for easing the 
marketing of the agri-products of the project 
beneficiaries. Another construction for 
community seed bank was also started in the first 
quarter. 
o Furthermore, home gardening with drip irrigation",10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf,10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf
Does the formation of a specific committee have any direct impact on how disasters are handled in the area?,"marketing and role of different stakeholders was 
organized in Maadi, Chitwan jointly by DADO and 
UNDP and in technical support of Directorate of 
Agribusiness Promotion and Market Development 
(DABPMD). A market operation committee is 
formed as per the guidelines of MoAD, Directorate of Agribusiness Promotion and Market 
Development.","(IAAS), Kirtipur.   
o Agri Apps with the collaboration of MoAD/ DoA/ DADO was launched in Sindhupalchowk district 
where 80 participated the inauguration ceremony and 33 individuals provided with master ToT 
on the Agri App application. 
o DEOCs of Sindhupalchowk and Chitwan were supported after the consultations were held with",10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf,10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf
What kind of role does Kisan play in keeping those seed storage facilities running?,"Development. 
o Construction of community seed bank of 34 x 18 x 12 cubic feet with a capcity of about 60-70 MT 
seed storage has been completed. In addition, machines for seed cleaning, grading, treating and 
generator for operation of those machines has been supported. The community seed bank is 
construction jointly by UNDP, DADO and Community. It’s operation will be managed by Kisan","Climate reslient 
seeds 
distributed to 
farmers 
100% MOFATK
OREA 4,220   
    
1.4 Establish community 
climate resilient seed banks 
1 community 
seed banks 
construction  
Seed bank 
established in 
Maadi 
100% 
MOFATK
OREA 4,556       
MOFATK
OREA 5,197       
MOFATK
OREA 5,000       
1.5 Promotion of home 
gardens 
at least 100 HHs 
have home 
gardens (50% of 
them are women",10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf,10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf
Do you think the project helped farmers prepare for or recover from any specific kind of disaster?,"Jagriti Beej Briddhi Samuh, Barua, Maadi, Chitwan. In addition to that 50 sets of metal bins were 
distributed to the poor and vulnerable farmers to store seed and grains at household level. 
Farmers harvesting fish from the ponds constructed 
with support from the project 
Bio-engineering structures, Chandrapuri, Maadi, 
Chitwan 
December, 2016 ANNUAL PROGRESS REPORT 
 
30 | P a g e","• In Riu-khola sub-watershed Maadi, Chitwan, mainly three types of activities were accomplished, 
they are: livelihood promotion related, community infrastructure/bio-engineering works and 
capacity building. The key progress includes: 
o Excavation of 13 ponds was completed and 
support with fishing equipment, fingerlings etc. 
was also provided to the farmers. 21 farmers",10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf,10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf
Were those types of projects also focused on helping households recover after a crisis or disaster?,"30 | P a g e  
 
  
o For raising household income, different activities like goat keeping, swine rearing and laying 
poultry birds raising at HHs level was promoted to 200 HHs. Cattle shed improvement 20 HHs 
and plantation of fodder were done benefiting 70 HHs.  
o Seed Production support by foundation seeds 3 MT of wheat (Gautam variety) and 4 MT of paddy","o Bio-engineering schemes (drinking water supply 
schemes, community buildings, wire-mesh fence, 
irrigation canals, landslide protection, gabion 
walls, water source protection) were constructed 
o Income generating activities (goat raising, swine 
raising, off-season vegetable farming, bee-
keeping, poultry, floriculture). The community 
members were oriented on these activities as 
well.",10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf,10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf
Are they talking about some kind of sustainable agriculture project that they're supporting with the farmers?,"(Radha-4 and Sabitri) seeds to 100 HHs was provided. In addition, 10 MT of improved seeds of 
Sukha 3 & 5 for dry area and Sabha Sab for flooded area was support to 2,000 farmers in Maadi. 
o  A total of 150 biogas plants were installed in collaboration with Buffer zone committee and 
Biogas Company.  
o In order to enhance the capacity of the community","and 12 biogas plants in Belchaur each with 6 cubic meter 
capacity. In Sajgaire , the community consists of 20 
households, of which 1 4 are Janajatis  and 6 are 
Bahun/Chhetri). Total no. of beneficiaries population are 
104 (Female: 60,Male :44) base d on ethnicity.  Twenty 
Biogas plants have been constructed with the support of 
UNDP/CDRMP.During the period of construction Masina",10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf,10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf
What are they doing to help people in areas that are prone to flooding or other natural disasters in Maadi?,"based organizations, one training on institutional 
development and documentation and 1 exposure 
visit was organized in which about 100 individuals 
and local actors benefitted. 
o For community based early warning system in 
Maadi, Chitwan, 5 Automatic hydrological and 
meteorological stations were established at 
different locations: Bankatta, Chharchare,","87 | P a g e  
 
  
 
 
 
 
 
 
 
 
 
  
 
Community based Early Warning System, Riu-khola, Maadi, 
Chitwan 
Masons in practical session of safer construction training, 
Maadi, Chitwan 
Community based Early Warning System, Riu-khola, Maadi,",10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf,10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf
What role did local stakeholders play in the response efforts at those different locations?,"different locations: Bankatta, Chharchare, 
Kalyanpur, Govindabasti and Thori. An operation 
unit and lighting station was set up at Narayani 
Basin Office, DHM. To orient the relevant local 
stakeholders EWS Action team, a training manual 
was also drafted and the orientation training was planned for second quarter.","EQ 2015, District Emergency Operation Centers ( DEOCs) were established and activated in four 
December, 2016 ANNUAL PROGRESS REPORT 
 
2 | P a g e  
 
  
additional districts- Gorkha, Nuwakot, Rasuwa a nd Solukhumbu, strengthening the network now 
comprising 56 EOCs across the country including National Emergency Operation Center (NEOC)",10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf,10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf
Do they have special teams that help fix things in areas that got really damaged?,"• Major accomplishments in Sindhupalchowk through the ten CBOs are briefly mentioned below: 
o The project activities were carried out in the 3 VDCs Haibung, Bhotechaur and Thakani and four 
wards of Melamchi municipality (earlier Sindhukot and Bansbari VDCs). 
o  The main activities carried out were from the three thematic areas and they are restoration of","Sindhupalchowk) were added in 2016 exclusively to address post EQ 2015 contexts by facilitating safer 
reconstruction of houses. The project continued its community level activities in 3 VDCs (Kunathari, Gadhi 
and Lekhgaun) of Surkhet, Maadi municipality of Chitwan, 4 VDCs/municipality in (Haibung, Bhotechaur,",10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf,10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf
What kind of projects were put in place to help people in those affected areas?,"community small infrastructures, livelihood improvement activities and bioengineering 
measures.  
o In the above 3 VDCs and Melamchi municipality, 
altogether over 4,000 HHs have been benefitted 
through one or more activities under the project 
interventions.  
o About 110 schemes of community small 
infrastructures were constructed/repaired. 
o Bio-engineering schemes (drinking water supply","o Bio-engineering schemes (drinking water supply 
schemes, community buildings, wire-mesh fence, 
irrigation canals, landslide protection, gabion 
walls, water source protection) were constructed 
o Income generating activities (goat raising, swine 
raising, off-season vegetable farming, bee-
keeping, poultry, floriculture). The community 
members were oriented on these activities as 
well.",10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf,10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf
How were the community members supposed to be involved in taking care of these projects and activities?,"o Bio-engineering schemes (drinking water supply 
schemes, community buildings, wire-mesh fence, 
irrigation canals, landslide protection, gabion 
walls, water source protection) were constructed 
o Income generating activities (goat raising, swine 
raising, off-season vegetable farming, bee-
keeping, poultry, floriculture). The community 
members were oriented on these activities as 
well.","community small infrastructures, livelihood improvement activities and bioengineering 
measures.  
o In the above 3 VDCs and Melamchi municipality, 
altogether over 4,000 HHs have been benefitted 
through one or more activities under the project 
interventions.  
o About 110 schemes of community small 
infrastructures were constructed/repaired. 
o Bio-engineering schemes (drinking water supply",10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf,10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf
,"well.  
 
 
 
 
Plastic Pond, Giranchaur, Sindhupalchowk 
Figure 2 EWS Station, Riu-khola, Chitwan 
December, 2016 ANNUAL PROGRESS REPORT 
 
31 | P a g e  
 
  
Progress on Output - National preparedness and emergency systems are able to effectively 
prepare for and respond to hazard related disaster. (Output 7.4). 
 
As per the consensus between MoHA and MoFALD, four","promoting activities, restoration of community small infrastructures and bio-engineering structures 
in these four districts. Last mile connectivity to safeguard lives from sudden hydro-meteorological 
disasters has been strengthened by linking DEOCs of Sindhupalchowk, Dolakha, Surkhet and 
Chitwan with six  Early Warning System ( EWS) stations established in Maadi , Chitwan,",10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf,10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf
Is there some kind of communication system being set up in these different centers?,"Municipal Emergency Operation Centres (MEOCs) were 
converted into DEOCs, thus DEOC was established in four new 
districts: Gorkha, Rasuwa, Nuwakot and Solukhumbu. 
Installation of VHF Radio Base Stations in a total of 3 4 EOCs 
including all five REOCs and 2 9 DEOCs covering all five 
development regions. Likewise, the long pending Workshop on","EQ 2015, District Emergency Operation Centers ( DEOCs) were established and activated in four 
December, 2016 ANNUAL PROGRESS REPORT 
 
2 | P a g e  
 
  
additional districts- Gorkha, Nuwakot, Rasuwa a nd Solukhumbu, strengthening the network now 
comprising 56 EOCs across the country including National Emergency Operation Center (NEOC)",10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf,10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf
"So, how do different locations prepare for emergencies and respond when they happen?","Disaster Preparedness and Response for the disaster focal 
persons at DAO, the ACDOs and the assigned officials, and also 
from Regional Administration Offices (RAO) were conducted 
successfully in this period where a total of 40 EOCs 
participated. Strengthening support to the EOCs, as an 
immediate intervention, recommended by the EOC Network","113 personnel including 5 women and five from NRCS . Assistant CDOs (also in -charge for DEOCs) 
from 40 EOCs were oriented on preparedness, disaster information management and dissemination. 
National Early Recovery Framework has been formulated as a part of continued support to the 
Ministry of Federal Affairs and Local Development (MoFALD). 
 
 
 
December, 2016 ANNUAL PROGRESS REPORT",10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf,10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf
